ID,City,Country,Date and Time (local time),Lat,Long,Max temp °C,Humidity %,Cloudiness %,Wind m/s,Sunrise Time (local time),Sunset Time (local time)
325,Ouled Teïma,"MA, Morocco.",2023-09-03 09:36:33,30.3927,-9.2133,19.58000000000004,61,100,4.55,2023-09-03 07:14:35,2023-09-03 19:58:33
326,Sidi Chiker,"MA, Morocco.",2023-09-03 09:36:35,31.8229,-8.6134,21.160000000000025,56,73,4.51,2023-09-03 07:11:04,2023-09-03 19:57:16
327,Kridid,"MA, Morocco.",2023-09-03 09:36:36,32.4956,-8.602,21.30000000000001,60,16,4.37,2023-09-03 07:10:29,2023-09-03 19:57:46
328,Bni Bouifrour,"MA, Morocco.",2023-09-03 09:36:38,35.1536,-2.9861,20.810000000000002,94,75,3.09,2023-09-03 06:45:48,2023-09-03 19:37:32
329,bir Jdid,"MA, Morocco.",2023-09-03 09:36:39,33.3738,-7.998,20.600000000000023,63,29,4.52,2023-09-03 07:07:21,2023-09-03 19:56:04
330,Bni Karrich,"MA, Morocco.",2023-09-03 09:36:40,35.5234,-5.4171,21.189999999999998,68,75,1.03,2023-09-03 06:55:13,2023-09-03 19:47:34
331,Sidi Zouine,"MA, Morocco.",2023-09-03 09:36:41,31.6682,-8.3461,18.730000000000018,62,89,4.1,2023-09-03 07:10:07,2023-09-03 19:56:05
332,Ain Leuh,"MA, Morocco.",2023-09-03 09:36:43,33.2921,-5.3384,15.54000000000002,59,99,2.43,2023-09-03 06:56:47,2023-09-03 19:45:22
333,Bouarg,"MA, Morocco.",2023-09-03 09:36:44,35.1303,-2.9294,21.160000000000025,94,75,3.09,2023-09-03 06:45:36,2023-09-03 19:37:17
334,Skhour Rhamna,"MA, Morocco.",2023-09-03 09:36:45,32.4699,-7.9581,19.980000000000018,50,46,4.68,2023-09-03 07:07:56,2023-09-03 19:55:10
335,My Brahim,"MA, Morocco.",2023-09-03 09:36:47,31.2858,-7.9655,13.050000000000011,78,100,2.27,2023-09-03 07:08:54,2023-09-03 19:54:16
336,Fkih Ben Salah,"MA, Morocco.",2023-09-03 09:36:48,32.5045,-6.686,18.390000000000043,66,100,4.01,2023-09-03 07:02:49,2023-09-03 19:50:07
337,Sidi Rahal Chatai,"MA, Morocco.",2023-09-03 09:36:50,33.4716,-7.957,21.170000000000016,64,20,4.62,2023-09-03 07:07:07,2023-09-03 19:55:59
338,Sebt Guerdane,"MA, Morocco.",2023-09-03 09:36:51,30.3765,-9.0208,19.230000000000018,65,100,5.52,2023-09-03 07:13:50,2023-09-03 19:57:46
339,Sidi Hajjaj,"MA, Morocco.",2023-09-03 09:36:52,32.92,-7.3637,18.83000000000004,56,77,3.93,2023-09-03 07:05:11,2023-09-03 19:53:09
340,Tafersit,"MA, Morocco.",2023-09-03 09:36:53,35.0066,-3.5404,19.980000000000018,79,100,0.83,2023-09-03 06:48:09,2023-09-03 19:39:37
341,Haj Kadour,"MA, Morocco.",2023-09-03 09:36:55,33.8284,-5.4234,18.57000000000005,82,75,1.03,2023-09-03 06:56:41,2023-09-03 19:46:09
342,Moulay Idriss Zerhoun,"MA, Morocco.",2023-09-03 09:36:56,34.0552,-5.5255,18.420000000000016,82,75,1.03,2023-09-03 06:56:54,2023-09-03 19:46:45
